,Unnamed: 0,Unnamed: 0.1,Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Lat,Lon,Year
2634,2634,2634,02/22/1973,19:00,"Londonderry, Vermont",Air Taxi,,"Mt. Empire, VT - Springfield, VT",Cessna 310J,N3149L,,2.0,2.0,0.0,"Hit a 2,800 ft. mountain in fog and snow while descending to land. Improper IFR operation. Misunderstood ATC instructions.",43.228493,-72.81131,1973
2645,2645,2645,03/15/1973,14:00,"Off Brunswick, Maine",Military - U.S. Navy,,,Lockheed P-3B Orion,152749,185-5189,5.0,5.0,0.0,Crashed into the sea.,43.914524,-69.965328,1973
2649,2649,2649,04/12/1973,14:50,"Moffett AFB, California",Military - U.S. Navy,,,Lockheed P-3C Orion /Convair CV-990,N711NA / 157332, / 185-5547,16.0,15.0,0.0,Mid-air collision while landing. Five of 6 on the Orion and eleven aboard the CV-990 killed. Failure of the crew of the NASA crew to maintain a proper lookout for the P-3 which had transmitted being on the base leg and cleared to continue to Runway 32.,37.361509,-118.389976,1973
2652,2652,2652,05/11/1973,18:00,"Greenville, Maine",Air Taxi,,"Concord, NH - Greenville, ME",Cessna 402B,N2985Q,,4.0,4.0,0.0,"The aircraft hit a fog shrouded hill at 1,400 ft. after descending below minima. Improper IFR operation.",45.459491,-69.59061,1973
2657,2657,2657,05/31/1973,21:50,"Near New Delhi, India",Indian Airlines,,Madras - Delhi,Boeing B-737-2A8,VT-EAM,20486/279,65.0,48.0,0.0,The plane crashed and caught fire after hitting power lines during a landing attempt. The landing was made despite visibility below minima. Crew error.,28.613895,77.209006,1973
2663,2663,2663,07/11/1973,14:03,"Paris, Orly, France",Varig,820,Rio - de Janerio - Paris,Boeing B-707-345C,PP-VJZ,19106/683,134.0,123.0,0.0,Fire aboard the aircraft in the aft right toilet was reported and an emergency descent made. The plane was heavily damaged by fire before fire fighters could rescue passengers. Most fatalities were due to CO before rescuers could reach passengers. The fire started in the aft right toilet either from an electrical short or discarded cigarette.,48.734602,2.332021,1973
2664,2664,2664,07/22/1973,22:07,"Off Papeete, Tahiti",Pan American World Airways,816,"Auckland, NZ - Papeete, Tahiti - Honolulu - Los Angeles",Boeing B-707-321B,N417PA,18959,79.0,78.0,0.0,The aircraft crashed 30 seconds after takeoff from Faaa Airport into the ocean. Cause unknown.  It is possible an instrument failure diverted the crews attention during a turn. The aircraft was named 'Clipper Winged Racer.',-17.539869,-149.566028,1973
2667,2667,2667,07/31/1973,10:08,"Logan Airport, Boston, Massachusett",Delta Air Lines,723,"Burlilngton, VT  - Boston, MA",McDonnell Douglas DC-9-31,N975NE,47075/166,89.0,89.0,0.0,The flight crashed into a seawall during ILS approach in adverse weather conditions. The failure of the flightcrew to monitor altitude and to recognize passage of the aircraft through the approach decision height during an unstabilized precision approach conducted in rapidly changing meteorological conditions. Poor positioning of the aircraft for an approach by ATC. Questionable information presented by the flight director.,,,1973
2669,2669,2669,10/13/1973,20:15,"Near  Domodedovo, Russia",Aeroflot,964,Tbilisi - Moscow,Tupolev TU-104B,SSR-42486,021504,119.0,119.0,0.0,"After making a right turn, the aircraft plunged to earth from 1,500 ft.  Electrical failure of the compass and main gyro.",55.436821,37.768069,1973
2670,2670,2670,08/13/1973,11:40,"Near La  Corunda, Spain",Aviaco,116,Madrid - La Coruna,Sud-Aviation Caravelle 10-R,EC-BIC,225/224,85.0,85.0,5.0,"The aircraft experienced two missing landing attempts. On the third try, the crew tried to descent below minimum safe altitude to make visual contact with the ground. The right wing clipped trees and the aircraft crashed about 2 m from the runway. Attempting to land in meteorological conditions that were below minima.",,,1973
2671,2671,2671,08/15/1973,14:50,"Don Don, Haiti",Private,,Port Au Prince - Cap Haitien,Norman BN-2A-6,N38JA,211,10.0,10.0,0.0,Airframe failure in flight.,14.475922,121.03028,1973
2675,2675,2675,08/28/1973,21:45,"Near Huete, Spain",Military - U.S. Air Force,,Athens - Madrid,Lockheed C-141A,63-8077,6008,25.0,24.0,0.0,"The aircraft was cleared to 5,000 ft. but descended to 3,000 ft. The plane hit a ridge became airborne, rolled over and crashed inverted into a ravine.",40.143961,-2.691264,1973
2676,2676,2676,08/28/1973,20:50,"Thirty-five miles west of Los Angeles, California",Trans World Airlines,742,Honolulu - Los Angeles,Boeing B-707-331B,N8705T,18916/455,149.0,1.0,0.0,"The plane porpoised while descending to LAX. The aircraft was subjected to 2 minutes of peak acceleration forces of 2.4 g.  A combination of design tolerances in the aircraft's longitudinal control system which, under certain conditions, produced a critical relationship between control forces and aircraft response.",34.032932,-117.336625,1973
2686,2686,2686,09/30/1973,20:40,"Near Sverdlovsk, Russia",Aeroflot,,,Tupolev TU-104B,CCCP-42506,21904,108.0,108.0,0.0,"The aircraft crashed shortly after takeoff while on a go-around. After reaching an altitude of 1,200 ft. the aircraft banked to the left which steepened until the plane began to descend and finally crashed. Malfunctioning artificial horizon.",56.839104,60.60825,1973
2693,2693,2693,11/03/1973,16:40,"Near Albuquerque,  New Mexico",National Airlines,27,"Miami, FL - San Francisco, CA",McDonnell Douglas DC-10-10,N60NA,46700/14,128.0,1.0,0.0,"Overspeeding of the starboard engine caused the engine to disintegrate. Pieces struck the fuselage, breaking a window, causing rapid explosive decompression and a passenger was sucked out of the plane.  The plane landed safely. The captain and flight engineer were experimenting with the autothrottle system by tripping the circuit breakers which supplied the instruments which measured the rotational speed of each engine's low pressure compressor. This led to engine overspeeding and destruction of the engine.",35.164659,-106.52998,1973
2694,2694,2694,11/03/1973,09:39,"Boston, Massachusett",Pan American World Airways,160,New York City - Prestwick,Boeing B-707-321C,N458PA,19368/640,3.0,3.0,0.0,Smoke in the cockpit and uncontrollable fire caused by spillage of nitriacid on sawdust packing in the cargo hold. The aircraft was named 'Clipper Titian.',,,1973
2700,2700,2700,12/17/1973,13:00,"Rome, Italy",Pan American World Airways,110,Rome - Beirut,Boeing B-707-321B,N407PA,18838,177.0,30.0,0.0,Two phosphorus bombs were thrown into the aircraft prior to its departure. The aircraft was named 'Clipper Celestial.',41.89332,12.482932,1973
2716,2716,2716,01/26/1974,07:30,"Izmir, Turkey",Turkish Airlines (THY),,Izmir - Istanbul,Fokker F-28 Fellowship 1000,TC-JAO,11057,73.0,66.0,0.0,"The plane yawed left, pitched nose down and crashed shortly after taking off. Icing. Frost on the wings along with over rotation resulted in a stall. Crew error.",38.414733,27.143412,1974
2719,2719,2719,01/30/1974,23:41,"Pago Pago, American Samoa",Pan American World Airways,806,Auckland - Pago Pago,Boeing B-707-321B,N454PA,19376/661,101.0,96.0,0.0,"The aircraft crashed and burned while making ILS approach to Pango Pango International Airport. There was a failure of the crew to correct an excessive rate of descent causing the aircraft to fly into trees short of the runway. Windshear, sensory illusory, inadequate monitoring of flight instruments, and the failure of the crew to call out descent rate. Most aboard the aircraft were not injured by the crash but succumbed to fire and paniafterwards. The aircraft was named Clipper Raidant.",-14.275479,-170.70483,1974
2720,2720,2720,02/02/1974,21:30,"Near Honolulu, HI",Pan American World Airways,,"San Francisco, CA - Honolulu, HI - Agana, Guam",Boeing B-747,N732PA,19638/3,298.0,1.0,0.0,A 16 month old child was asphyxiated by a seat belt while unattended.,21.304547,-157.855676,1974
2726,2726,2726,03/03/1974,11:41,"Near Ermenonville, France",Turkish Airlines (THY),981,Paris - London,McDonnell Douglas DC-10-10,TC-JAV,46704/29,346.0,346.0,0.0,"The aircraft crashed shortly after takeoff from Orly Airport in Paris, France. Climbing through FL110 the aircraft lost the rear cargo door, resulting in explosive decompression and damage to the cabin floor and control cables. The aircraft lost control and crashed in a forest at a high rate of speed. The service subcontractor and the flight engineer neglected to check the locking mechanism through a recently installed viewport to verify the door was latched properly. In addition, although a service bulletin stipulated that the locking pin should be extended, it was mistakenly shortened causing the latch to release after the cabin was pressurized. On June 12, 1972, an American Airlines DC-10 lost its cargo door shortly after taking off from Detroit Michigan. Using mainly engine thrust the crew was able to land safely. The cause was a defect in the latching mechanism on the door.",49.125875,2.695734,1974
2733,2733,2733,04/22/1974,15:26,"Grogak, Bali, Indonesia",Pan American World Airways,812,"Hong Kong - Bali, Indonesia - Sydney, Austrailia",Boeing B-707-321C,N446PA,19268/544,107.0,107.0,0.0,"The aircraft was on a flight from Hong Kong to Denpassar, Bali.  While on approach, the plane crashed into Mt. Mesehe at 4,000 ft. killing all aboard. Premature execution of a right hand turn to join the 263 degrees outbound track which was based on the indication given by only one of the ADFs while the other one was still in steady condition. External or internal interference causing an incorrect indication from the automatidirection finder. The aircraft was named Clipper Climax.",-8.542446,115.126121,1974
2750,2750,2750,08/12/1974,14:50,"Cali, Colombia",AVIANCA,,Tumaco - Bogota,Douglas C-47-DL,HK-508,4527,27.0,27.0,0.0,The crew became lost in rainy weather and crashed into Trujillo Mountain. Wreckage found 2 months later.,3.451792,-76.532494,1974
2756,2756,2756,09/08/1974,09:40,"Ionian Sea , off Kefallinia, Greece",Trans World Airlines,841,Tel Aviv - Athens - Rome - New York,Boeing B-707-331B,N8734,20063/789,88.0,88.0,0.0,"The aircraft pitched up, rolled to the left, went into a steep spiral dive and crashed into the sea. Detonation of an explosive device in the aft cargo hold. A Palestinian organization claimed responsibility. The blast probably buckled the cabin floor damaging the elevator and rudder controls.",38.12227,20.50246,1974
2757,2757,2757,09/11/1974,07:34,"Near Charlotte, North Carolina",Eastern Air Lines,212,"Charleston, SC - Charlotte, NC - Chicago, IL",McDonnell Douglas DC-9-31,N8984E,47400/443,82.0,70.0,0.0,The aircraft flew too low and struck trees 3.3 miles short of the runway during an approach in fog. Flightcrew's lack of altitude awareness at critical points during the approach due to poor cockpit discipline in that the crew did not follow prescribed procedures. The crewmembers were preoccupied with conversations having nothing to do with the operating the aircraft while conducting an instrument approach. The aircraft was 50 knots too fast and 500 feet below the final approach fix.,35.073026,-80.744641,1974
2758,2758,2758,09/15/1974,11:00,"Phan Rang, Vietnam",Air Vietnam (South Vietnam),706,Da Nang - Saigon,Boeing B-727-121C,XV-NJC,19819,75.0,75.0,0.0,"Hijacked. Detonation of two hand grenades in the passenger compartment after the pilot refused to fly to Hanoi, North Vietnam. The aircraft attempted to land, executed a missed approach and dove into the ground from a height of 1,000 feet.",22.351565,103.835705,1974
2781,2781,2781,12/01/1974,19:26,"Bear Mountain,  Thiells, New York",Northwest Orient Airlines,6231,"New York City, NY - Buffalo, NY",Boeing B-727-251,N274US,20296,3.0,3.0,0.0,"The aircraft stalled in a climb from which recovery was not effected. The loss of control of the aircraft because the flight crew failed to recognize and correct the aircraft's high-angle-of-attack, low-speed stall and its descending spiral. The stall was precipitated by the flight crew's improper reaction to erroneous airspeed and Mach indications which had resulted from a blockage of the pitot heads by atmospheriicing. Contrary to standard operational procedures, the flight crew had not activated the pitot head heaters.",40.688446,-74.023856,1974
2782,2782,2782,12/01/1974,11:10,"Near Berryville, Virginia",Trans World Airlines,514,Columbus - Washington D.C.,Boeing B-727-231,N54328,20306/791,92.0,92.0,0.0,The plane crashed into high terrain at approximately 270 mph during an approach to Dulles Airport. The crew's decision to descend before aircraft reached the approach segment. The crew ignored high terrain marked on the en route chart and continued their descent. Lack of clarity in ATC procedures. The issuance of the approach clearance when the flight was 44 miles from the airport on an unpublished route without clearly defined minimum altitudes. Inadequate depiction of altitude restrictions on the profile view of the approach chart for the VOR/DME approach to Runway 12 at Dulles International Airport.,39.151771,-77.982219,1974
2794,2794,2794,01/08/1975,08:30,"Near Doncello, Colombia",SATENA,,San Vicente del Caguan - Florencia,Douglas DC-3,FAC-688,,21.0,21.0,0.0,Crashed and burned in mountains while en route. Improper flight planning by proceeding in mountainous terrain during adverse weather conditions which had reduced visibility along the route.,1.681592,-75.284457,1975
2803,2803,2803,02/03/1975,23:10,"Manila, Philippines",Philippine Air Lines,,Manila - Iligan,Hawker Siddeley HS-748 2,RP-C1028,1590,33.0,32.0,0.0,The No. 2 engine caught fire shortly after takeoff.  The aircraft crashed into a rice field 3 miles short of the runway while making an emergency approach back to the airport.,14.590733,120.980967,1975
2809,2809,2809,03/12/1975,18:00,"Pleiku, South Vietnam",Air Vietnam (South Vietnam),,,Douglas DC-4,XV-NUJ,10701,26.0,26.0,0.0,Shot down by a hand-held surface-to-air missile by North Vietnamese forces 25 miles SW of Pleiku.,13.971598,108.01436,1975
